id,className,a-index,inDeg,isKey?,OSE
62,org.jhotdraw.contrib.CTXWindowMenu.ChildMenuItem,6,1,0,0.065056392
63,org.jhotdraw.test.contrib.PolygonToolTest,44,0,0,0
64,org.jhotdraw.test.samples.pert.PertSuite,0,0,0,0
65,org.jhotdraw.standard.FigureChangeEventMulticaster,21,2,0,0.450656923
66,org.jhotdraw.util.JDOStorageFormat.DrawingSelector,9,1,0,0.064083458
67,org.jhotdraw.test.figures.ImageFigureTest,14,0,0,0
68,org.jhotdraw.framework.DrawingChangeEvent,25.5,7,2,2.186860782
69,org.jhotdraw.standard.FastBufferedUpdateStrategy,71.75,1,0,0.115351139
70,org.jhotdraw.test.figures.GroupFigureTest,11,0,0,0
71,org.jhotdraw.util.GraphLayout,49,1,0,0.115351139
72,org.jhotdraw.figures.EllipseFigure,29.25,6,0,0.559410298
73,org.jhotdraw.contrib.dnd.JHDDropTargetListener.AddUndoActivity,62,1,0,0.04442165
74,org.jhotdraw.standard.WestHandle,59.833332,1,0,0.061298225
75,org.jhotdraw.contrib.PopupMenuFigureSelection,131,0,0,0
76,org.jhotdraw.test.figures.AllTests,12,1,0,0.042402484
77,org.jhotdraw.contrib.html.DisposableResourceHolder,9.4,6,2,1.716397906
78,org.jhotdraw.contrib.Layouter,10.8,6,2,1.417872571
79,org.jhotdraw.framework.Figure,36.52381,127,1,453.7333559
80,org.jhotdraw.figures.RadiusHandle,46.166668,1,0,0.134550421
81,org.jhotdraw.test.samples.nothing.NothingAppTest,14,0,0,0
82,org.jhotdraw.test.util.UndoableCommandTest,35,0,0,0
83,org.jhotdraw.standard.AbstractConnector,42,5,0,0.485751618
84,org.jhotdraw.test.standard.SelectAllCommandTest,41,0,0,0
85,org.jhotdraw.test.samples.net.NetSuite,0,0,0,0
86,org.jhotdraw.test.util.collections.jdk11.ListWrapperTest,3,0,0,0
87,org.jhotdraw.figures.TextFigure,36,12,2,2.698540174
88,org.jhotdraw.util.UndoableHandle,58.5,2,0,0.195892766
89,org.jhotdraw.framework.JHotDrawRuntimeException,28,11,0,45.64962342
90,org.jhotdraw.framework.DrawingEditor,35,63,1,66.9044284
91,org.jhotdraw.contrib.html.DisposalThread,6,1,0,0.141072111
92,org.jhotdraw.test.util.ClipboardTest,3,0,0,0
93,org.jhotdraw.test.framework.DrawingChangeEventTest,15,0,0,0
94,org.jhotdraw.test.standard.HandleAndEnumeratorTest,33.8,0,0,0
95,org.jhotdraw.contrib.DesktopEventService,39,5,0,3.286056453
96,org.jhotdraw.contrib.html.URLContentProducer,21.6,1,0,0.028618674
97,org.jhotdraw.test.contrib.HelperTest,2,0,0,0
98,org.jhotdraw.util.UndoableAdapter,44.333332,32,2,44.19910901
99,org.jhotdraw.contrib.TriangleRotationHandle,57.714287,1,0,0.092171662
100,org.jhotdraw.samples.javadraw.MySelectionTool,58.8,2,0,0.180332685
101,org.jhotdraw.standard.AbstractTool,37.46154,25,2,35.77101843
102,org.jhotdraw.test.samples.pert.PertFigureCreationToolTest,40,0,0,0
