id,className,a-index,inDeg,isKey?,OSE
83,org.argouml.uml.ColumnImplLocation,68,1,0,0.224095054
84,org.argouml.uml.ui.UMLAssociationEndListModel,24.5,1,0,0.016942119
85,org.argouml.uml.cognitive.critics.CrMultipleInitialStates,105.8,1,0,0.008055952
86,org.argouml.ui.StylePanelFig,7,5,0,0.096233528
87,org.argouml.uml.TableModelComposite,19,26,2,7.076360844
88,org.argouml.uml.cognitive.critics.CrUnconventionalAttrName,92.666664,1,0,0.008055952
89,org.argouml.uml.diagram.deployment.TableModelCompInstanceByProps,34.25,1,0,0.025084041
90,org.argouml.uml.generator.GenerationPreferences,87,1,0,0.114307215
91,org.argouml.uml.diagram.sequence.ui.SequenceDiagramRenderer,12.25,1,0,0.041478277
92,org.argouml.ui.TabTable,12,0,0,0
93,org.argouml.uml.ui.UMLExpressionLanguageField,10.25,2,0,0.037731232
94,org.argouml.language.java.generator.CompositeCodePiece,9.5,3,2,1.143739397
95,org.argouml.uml.TMResults,8,1,0,0.1139449
96,org.argouml.uml.diagram.static_structure.ui.FigInterface,30.777779,5,0,0.098270554
97,org.argouml.uml.cognitive.UMLCognitiveResourceBundle_es,0,0,0,0
98,org.argouml.ui.JasonsHugeTheme,15,1,0,0.009417433
99,org.argouml.uml.diagram.sequence.ui.FigSeqObject,21,6,2,0.667464956
100,org.argouml.uml.diagram.ProjectMemberDiagram,33.666668,1,0,0.040495662
101,org.argouml.cognitive.ui.WizStepTextField,17,1,0,0.047968893
102,org.argouml.uml.diagram.collaboration.ui.FigClassifierRole,57,1,0,0.02010572
103,org.argouml.uml.diagram.ui.FigNote,21,1,0,0.010414684
104,org.argouml.uml.ui.foundation.core.PropPanelComponent,32.285713,1,0,0.016787133
105,org.argouml.uml.diagram.ui.TabDiagram,38,0,0,0
106,org.argouml.uml.ui.ActionAggregation,30,1,0,0.071597429
107,org.argouml.ocl.ui.ArgoConstraintEvaluation,7,1,0,0.077044946
108,org.argouml.uml.ui.UMLTreeMenuItem,7,1,0,0.251226931
109,org.argouml.ui.SpacerPanel,8.2,10,2,1.084858639
110,org.argouml.ui.StylePanelFigRRect,7,0,0,0
111,org.argouml.uml.ui.ActionGenerateOne,56,1,0,0.150882601
112,org.argouml.uml.ui.ActionStoreModelToDB,83,1,0,0.150882601
113,org.argouml.uml.ColumnSrcName,68,1,0,0.224095054
114,org.argouml.uml.diagram.static_structure.ui.GoClassToAssocdClass,51,1,0,0.021680611
115,org.argouml.uml.cognitive.critics.CrIllegalGeneralization,110.25,1,0,0.008055952
116,org.argouml.uml.cognitive.UMLCognitiveResourceBundle_fr,0,0,0,0
117,org.argouml.uml.diagram.state.TableModelTransByProps,35.333332,1,0,0.016372636
118,org.argouml.uml.diagram.ui.SelectionWButtons,26.25,14,2,2.724128491
119,org.argouml.ui.MenuResourceBundle_de,0,0,0,0
120,org.argouml.util.logging.ThrowableRenderer,35,1,0,0.393480185
121,org.argouml.uml.ui.UMLTaggedTextProperty,23,1,0,0.092100292
122,org.argouml.cognitive.checklist.CheckItem,7.75,5,0,1.865300627
123,org.argouml.uml.cognitive.UMLCognitiveResourceBundle_en_GB,0,0,0,0
124,org.argouml.uml.ui.UMLCheckBox,18.9,15,2,2.029349954
125,org.argouml.cognitive.critics.ControlMech,65.25,8,1,0.272547915
126,org.argouml.ui.ActionFind,29.333334,1,0,0.012522961
127,org.argouml.uml.cognitive.critics.CrComponentWithoutNode,92.833336,1,0,0.008055952
128,org.argouml.uml.ui.ActionDeploymentDiagram,45.666668,1,0,0.150882601
129,org.argouml.uml.ui.TabSrc,11.8,0,0,0
130,org.argouml.cognitive.ui.DesignIssuesDialog,60.25,3,0,0.120728375
131,org.argouml.uml.ui.foundation.core.PropPanelClass,28,1,0,0.019238691
132,org.argouml.uml.cognitive.critics.CrNoInstanceVariables,95.4,1,0,0.008055952
133,org.argouml.uml.diagram.collaboration.ui.GoCollaborationInteraction,51,1,0,0.010634315
134,org.argouml.uml.diagram.state.ui.FigStateVertex,40,13,0,0.322827669
135,org.argouml.language.java.Token.AttributeKey,12,1,0,0.01051912
136,org.argouml.uml.cognitive.critics.WizAssocComposite,33.75,0,0,0
137,org.argouml.uml.diagram.state.ui.StateDiagramRenderer,5.75,2,0,0.03143307
138,org.argouml.language.ui.NotationComboBox,19.166666,1,0,0.007980327
139,org.argouml.uml.ui.UMLAction,34.75,49,2,5.992779884
140,org.argouml.application.events.ArgoNotationEventListener,20,4,0,0.13363446
141,org.argouml.uml.ColumnStereotype,68,1,0,0.224095054
142,org.argouml.language.java.Token.Value,12,1,0,0.117488215
143,org.argouml.uml.ui.ActionZoom,81,1,0,1.827436656
144,org.argouml.cognitive.critics.Agency,54.8,3,0,6.550244545
145,org.argouml.ui.ActionNextEditTab,49.5,1,0,0.012522961
146,org.argouml.application.events.ArgoModuleEventListener,34.25,3,0,0.344600948
147,org.argouml.kernel.HistoryItem,61.25,6,0,0.368791334
148,org.argouml.uml.cognitive.critics.ChildGenUML,48,1,0,0.008571463
